No;Jenis Rambu;N;E;Kelurahan;Kecamatan;Kabupaten ;Tahun;Foto
1003;Papan Himbauan Tsunami;-8.5894;114.0003;Sumberagung;Pesanggaran;Banyuwangi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\1003.png
1004;Papan Himbauan Tsunami;-8.58956;114.00194;Sumberagung;Pesanggaran;Banyuwangi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\1004.png
1005;Papan Himbauan Tsunami;-8.5896;114.00058;Sumberagung;Pesanggaran;Banyuwangi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\1005.png
1006;Papan Himbauan Tsunami;-8.58809;114.00408;Sumberagung;Pesanggaran;Banyuwangi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\1006.png
1007;Papan Himbauan Tsunami;-8.589;114.003;Sumberagung;Pesanggaran;Banyuwangi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\1007.png
1008;Papan Himbauan Tsunami;-8.5989;113.9999;Sumberagung;Pesanggaran;Banyuwangi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\1008.png
1009;Papan Himbauan Tsunami;-8.2071;114.38415;Mandar;Banyuwangi;Banyuwangi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\1009.png
1010;Papan Himbauan Tsunami;-8.20686;114.38217;Mandar;Banyuwangi;Banyuwangi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\1010.png
1011;Papan Himbauan Tsunami;-8.20852;114.3847;Mandar;Banyuwangi;Banyuwangi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\1011.png
1012;Papan Himbauan Tsunami;-8.53311;113.98417;Kandangan;Pesanggaran;Banyuwangi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\1012.png
1013;Papan Himbauan Tsunami;-8.61459;114.11343;Buluagung;Seliragung;Banyuwangi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\1013.png
1014;Papan Himbauan Tsunami;-8.61472;114.11347;Buluagung;Seliragung;Banyuwangi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\1014.png
1015;Papan Himbauan Tsunami;-8.61566;114.08888;Lampon;Pesanggaran;Banyuwangi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\1015.png
1016;Papan Himbauan Tsunami;-8.61451;114.09773;Lampon;Pesanggaran;Banyuwangi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\1016.png
1017;Papan Himbauan Tsunami;-8.61483;114.10032;Lampon;Pesanggaran;Banyuwangi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\1017.png
1018;Papan Himbauan Tsunami;-8.61552;114.10663;Lampon;Pesanggaran;Banyuwangi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\1018.png
1019;Papan Himbauan Tsunami;-8.43977;114.34257;Kedungrejo;Muncar;Banyuwangi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\1019.png
1020;Papan Himbauan Tsunami;-8.42544;114.34011;Kedungrejo;Muncar;Banyuwangi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\1020.png
1021;Papan Himbauan Tsunami;-8.59938;114.22598;Grajagan;Purwoharjo;Banyuwangi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\1021.png
1022;Papan Himbauan Tsunami;-8.60802;114.22634;Grajagan;Purwoharjo;Banyuwangi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\1022.png
1023;Papan Himbauan Tsunami;-8.44438;114.34542;Kedungrejo;Muncar;Banyuwangi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\1023.png
1024;Papan Himbauan Tsunami;-8.44127;114.34425;Kedungrejo;Muncar;Banyuwangi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\1024.png
1025;Papan Himbauan Tsunami;-8.43967;114.34673;Kedungrejo;Muncar;Banyuwangi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\1025.png
1026;Papan Himbauan Tsunami;-8.43825;114.347078;Kedungrejo;Muncar;Banyuwangi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\1026.png
1027;Papan Himbauan Tsunami;-8.59185;113.99882;Sumberagung;Pesanggaran;Banyuwangi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\1027.png
1028;Papan Himbauan Tsunami;-8.59525;114.22508;Grajagan;Purwoharjo;Banyuwangi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\1028.png
1029;Papan Himbauan Tsunami;-8.59428;114.22465;Grajagan;Purwoharjo;Banyuwangi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\1029.png
1030;Papan Himbauan Tsunami;-8.60756;114.22706;Grajagan;Purwoharjo;Banyuwangi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\1030.png
1031;Papan Himbauan Tsunami;-8.59696;114.22452;Grajagan;Purwoharjo;Banyuwangi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\1031.png
1032;Papan Himbauan Tsunami;-8.59683;114.22318;Grajagan;Purwoharjo;Banyuwangi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\1032.png
1033;Papan Himbauan Tsunami;-8.60352;114.02975;Sumberagung;Pesanggaran;Banyuwangi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\1033.png
1034;Papan Himbauan Tsunami;-8.59831;114.02951;Sumberagung;Pesanggaran;Banyuwangi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\1034.png
1035;Papan Himbauan Tsunami;-8.59872;114.02943;Sumberagung;Pesanggaran;Banyuwangi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\1035.png
1036;Papan Himbauan Tsunami;-8.60245;114.0297;Sumberagung;Pesanggaran;Banyuwangi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\1036.png
1037;Papan Himbauan Tsunami;-8.60018;114.03037;Sumberagung;Pesanggaran;Banyuwangi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\1037.png
1038;Papan Himbauan Tsunami;-8.60245;114.0297;Sumberagung;Pesanggaran;Banyuwangi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\1038.png
1039;Papan Himbauan Tsunami;-8.55743;113.94377;Tembokrejo;Muncar;Banyuwangi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\1039.png
1040;Papan Himbauan Tsunami;-8.59041;113.99853;Sumberagung;Pesanggaran;Banyuwangi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\1040.png
